text,slot,intent,intent_id
is the umbrellas of cherbourg playing near me,O B-movie_name I-movie_name I-movie_name I-movie_name O O O,SearchScreeningEvent,1
what time is the world according to john coltrane playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
what is the nearest movie house playing new york melody,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what s the closest movie house that s showing animated movies,O O O B-spatial_relation B-object_location_type I-object_location_type O O O B-movie_type I-movie_type,SearchScreeningEvent,1
list films at the nearest movie house,O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
when is watchman vadivel playing,O O B-movie_name I-movie_name O,SearchScreeningEvent,1
find films at magic johnson theatres,O B-movie_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
where can i see no time to die,O O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
is mentioned in confidence at the cinema,O B-movie_name I-movie_name I-movie_name O O B-object_location_type,SearchScreeningEvent,1
tell me what films are currently playing at amc theaters,O O O B-movie_type O O O O B-location_name I-location_name,SearchScreeningEvent,1
is amco entertainment showing cie¨½ caseya today,O B-location_name I-location_name O B-movie_name I-movie_name O,SearchScreeningEvent,1
what time is chandranath playing mjr theatres,O O O B-movie_name O B-location_name I-location_name,SearchScreeningEvent,1
find the schedule for without witness twenty two hours from now,O O B-object_type O B-movie_name I-movie_name B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
i d like to watch heartbreak at pacific theatres at two pm,O O O O O B-movie_name O B-location_name I-location_name O B-timeRange I-timeRange,SearchScreeningEvent,1
what are the movie times for the movies in the neighbourhood,O O O B-object_type I-object_type O O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what time is the eddy duchin story playing,O O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
can i get the showtimes for the closest movie theatre that has the newest films,O O O O O O O B-spatial_relation B-object_location_type I-object_location_type O O O O B-movie_type,SearchScreeningEvent,1
what movies are playing at marcus corporation,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,1
where is the closest cinema playing osmanthus alley,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent,1
find movie schedules at loews cineplex entertainment,O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
find brandy in the wilderness,O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
please give me movie schedules,O O O B-object_type I-object_type,SearchScreeningEvent,1
what are the movie times for megaplex theatres,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
what time is the crystal gazer playing at the closest cinema,O O O B-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
what time is film showing at southern theatres,O O O B-movie_type O O B-location_name I-location_name,SearchScreeningEvent,1
find the dead matter at speakeasy theaters,O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name,SearchScreeningEvent,1
is black & white: the dawn of justice playing at the movie theatre,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
showtimes for animated movies in the area,O O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what is the movie times for general cinema corporation,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
what s the movie schedules for in the neighborhood at the movies,O O O B-object_type I-object_type O B-spatial_relation I-spatial_relation I-spatial_relation O O B-movie_type,SearchScreeningEvent,1
which is the nearest cinema showing movies that start in nineteen seconds,O O O B-spatial_relation B-object_location_type O B-movie_type O O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
where is the penthouse playing,O O B-movie_name I-movie_name O,SearchScreeningEvent,1
what films are showing at cineplex odeon corporation,O B-movie_type O O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
show the movies at the nearest movie house,O O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
find a movie house closest with beethoven lives upstairs,O O B-object_location_type I-object_location_type B-spatial_relation O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what are the movie times at the loews cineplex,O O O B-object_type I-object_type O O B-location_name I-location_name,SearchScreeningEvent,1
what is the movie schedule of animated movies in the area,O O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what films are playing at the nearest movie theatre,O B-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
what movies are playing at the closest movie theatre,O B-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
find close by films with a movie schedule,O B-spatial_relation I-spatial_relation B-movie_type O O B-object_type I-object_type,SearchScreeningEvent,1
can i get the showtimes for man in blues,O O O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find movie schedules,O B-object_type I-object_type,SearchScreeningEvent,1
what time is the man who dared playing at the movie theatre,O O O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
list the movie schedule for regal entertainment group theater,O O B-object_type I-object_type O B-location_name I-location_name I-location_name O,SearchScreeningEvent,1
find the schedule for metallica through the never,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
give me the local movie times,O O O O B-object_type I-object_type,SearchScreeningEvent,1
what movie house is playing something for the birds,O B-object_location_type I-object_location_type O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what cinema is the closest showing movies,O B-object_location_type O O B-spatial_relation O B-movie_type,SearchScreeningEvent,1
is young policemen in love at the local movie theatre,O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
can i get the movie times for fox theatres,O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
is hollows grove playing at any movie theatre at ten pm,O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type O B-timeRange I-timeRange,SearchScreeningEvent,1
is there a movie theatre showing last cab to darwin today,O O O B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
what time is the phoenix project playing,O O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
ticket for the perfect man at dickinson theatres at 10 a m,O O B-movie_name I-movie_name I-movie_name O B-location_name I-location_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
where can i get movie schedule,O O O O B-object_type I-object_type,SearchScreeningEvent,1
find a movie schedule in the neighborhood for films,O O B-object_type I-object_type B-spatial_relation I-spatial_relation I-spatial_relation O B-movie_type,SearchScreeningEvent,1
what time is the rumyantsev case playing at the closest cinema,O O O B-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
i d like to watch the details at the cinema,O O O O O B-movie_name I-movie_name O O B-object_location_type,SearchScreeningEvent,1
show me movie times for two a m at any nearby movies,O O B-object_type I-object_type O B-timeRange I-timeRange I-timeRange O O B-spatial_relation B-movie_type,SearchScreeningEvent,1
find the movie schedule for cooper foundation,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
find the schedule for close by movies,O O B-object_type O B-spatial_relation I-spatial_relation B-movie_type,SearchScreeningEvent,1
what are the movie schedules for the loews cineplex,O O O B-object_type I-object_type O O B-location_name I-location_name,SearchScreeningEvent,1
does amc theatres have movie schedules out,O B-location_name I-location_name O B-object_type I-object_type O,SearchScreeningEvent,1
is the angel of vengeance ¨C the female hamlet playing at the cinema at 6 am,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type O B-timeRange I-timeRange,SearchScreeningEvent,1
what movie schedules at consolidated theatres,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
when is the great question playing at the closest movie house,O O B-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
what time is trouble every day playing,O O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
are any animated movies scheduled for release in mann theatres,O O B-movie_type I-movie_type O O O O B-location_name I-location_name,SearchScreeningEvent,1
find movies around here,O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
show movie schedule,O B-object_type I-object_type,SearchScreeningEvent,1
when can i see we and our mountains,O O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
please show me the films playing at loews cineplex entertainment,O O O O B-movie_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
can i watch flower and snake at movie house in one hour from now,O O O B-movie_name I-movie_name I-movie_name O B-object_location_type I-object_location_type O B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what s the nearest movie house showing films,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type,SearchScreeningEvent,1
show movie times in north american cinemas,O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
where is the wilderness trail playing,O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
find the schedule for films in the neighborhood,O O B-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
when are the movie schedules,O O O B-object_type I-object_type,SearchScreeningEvent,1
what animated movies are around here,O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
i want to see dead calm at the closest cinema,O O O O B-movie_name I-movie_name O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
give me the movie times for movies showing in the neighborhood,O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what is the closest cinema with animated movies,O O O B-spatial_relation B-object_location_type O B-movie_type I-movie_type,SearchScreeningEvent,1
what are the movie times for amco entertainment,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
find wild at heart,O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find the schedule for the tale of sweeney todd at seven o clock,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
i d like to see movie times please,O O O O O B-object_type I-object_type O,SearchScreeningEvent,1
11 seconds from now find a cinema with first monday in october,B-timeRange I-timeRange I-timeRange I-timeRange O O B-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find the movie times for nearby films,O O B-object_type I-object_type O B-spatial_relation B-movie_type,SearchScreeningEvent,1
when can i see dinosaur from the deep,O O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find films with movie schedules that are nearby,O B-movie_type O B-object_type I-object_type O O B-spatial_relation,SearchScreeningEvent,1
i want to see king of the river in the nearest movie theatre,O O O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
what is the movie schedule at caribbean cinemas,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
movie schedules at southern theatres,B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
are there any animated movies playing in the neighborhood,O O O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
show movie times at cinemark theatres,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
is convoy busters playing,O B-movie_name I-movie_name O,SearchScreeningEvent,1
where is the beach of lost children playing,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
what movies are showing nearby,O B-movie_type O O B-spatial_relation,SearchScreeningEvent,1
find fox theatres with the caretaker,O B-location_name I-location_name O B-movie_name I-movie_name,SearchScreeningEvent,1
show me the films at the closest cinema,O O O B-movie_type O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
is the cycle playing at consolidated theatres,O B-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
what s the closest cinema playing six days: three activists three wars one dream at sunrise,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange,SearchScreeningEvent,1
what animated movies are playing at the closest cinema,O B-movie_type I-movie_type O O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
i d like to see movie times for animated movies playing in the neighborhood that are starting now,O O O O O B-object_type I-object_type O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation O O O B-timeRange,SearchScreeningEvent,1
is the day of the beast playing at three p m,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what time is swarna trishna playinh at loews cineplex,O O O B-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
is traffic at the movie theatre,O B-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
what animated movies are showing in the area,O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what is the 7 a m movie schedules at amco entertainment,O O O B-timeRange I-timeRange I-timeRange B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
what cinema is playing the white stadium,O B-object_location_type O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
i d like to watch animated movies at national amusements,O O O O O B-movie_type I-movie_type O B-location_name I-location_name,SearchScreeningEvent,1
find films in the neighborhood,O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
which movies are playing at b&b theatres at 2 pm,O B-movie_type O O O B-location_name I-location_name O B-timeRange I-timeRange,SearchScreeningEvent,1
what animated movies are playing at imax corporation,O B-movie_type I-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,1
what is the movie schedule for movies close by,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
can i see movie schedules for movies this evening in the neighbourhood,O O O B-object_type I-object_type O B-movie_type O B-timeRange B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
where is the man with a cross playing,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
when can i see a handful of dust in a movie theatre,O O O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
what are the movie times for films playing in the area,O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
which animated movies are playing at the nearest movie house,O B-movie_type I-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
find naomi & wynonna: love can build a bridge,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
i d like to watch demolition man at 11:09 pm,O O O O O B-movie_name I-movie_name O B-timeRange I-timeRange,SearchScreeningEvent,1
is cradle robbers playing at the nearest movie theatre,O B-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
give me some movie schedules,O O O B-object_type I-object_type,SearchScreeningEvent,1
is hercules and xena: the battle for mount olympus playing at the closest cinema,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
find time for ace of the saddle,O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what time is tommy and quadrophenia live playing at marcus corporation,O O O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
show me the movie schedule for loews cineplex,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
find andreas hofer at elevenses,O B-movie_name I-movie_name O B-timeRange,SearchScreeningEvent,1
is sheikh chilli playing,O B-movie_name I-movie_name O,SearchScreeningEvent,1
find movie times,O B-object_type I-object_type,SearchScreeningEvent,1
what are the movie times for animated movies playing close by,O O O B-object_type I-object_type O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what are the movie schedules for animated movies close by,O O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what time is dark world showing at consolidated theatres,O O O B-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
what films are showing around here,O B-movie_type O O B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
showtimes for medal for the general,O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
show the movie schedule,O O B-object_type I-object_type,SearchScreeningEvent,1
show the movie schedule,O O B-object_type I-object_type,SearchScreeningEvent,1
i m wondering what cinema is playing peters baby,O O O O B-object_location_type O O B-movie_name I-movie_name,SearchScreeningEvent,1
find the schedule for films at the closest movie house,O O B-object_type O B-movie_type O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
can i get the movie schedules for goodrich quality theaters,O O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
what time is always brando showing,O O O B-movie_name I-movie_name O,SearchScreeningEvent,1
i d like to watch films at the nearest cinema at 8 am,O O O O O B-movie_type O O B-spatial_relation B-object_location_type O B-timeRange I-timeRange,SearchScreeningEvent,1
what time are the animated movies starting at the nearest movie house,O O O O B-movie_type I-movie_type O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
list movie schedule,O B-object_type I-object_type,SearchScreeningEvent,1
what animated movies are playing at the magic johnson theatres,O B-movie_type I-movie_type O O O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
what are the movie schedules for great escape theatres,O O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
when s fools for luck showing,O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
which animated movies are playing in the neighbourhood,O B-movie_type I-movie_type O O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
where is beyblade: fierce battle playing,O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
please show me the movies playing at amco entertainment,O O O O B-movie_type O O B-location_name I-location_name,SearchScreeningEvent,1
what time is a movie in the neighbourhood,O O O O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
find mysterious castles of clay,O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what are the movie times for movies in the area,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
find a movie schedule for 12 hours from now,O O B-object_type I-object_type O B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what time is bhoot returns showing at douglas theatre company,O O O B-movie_name I-movie_name O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
what are the selections of films that are being shown at cinemark theatres,O O O O O B-movie_type O O O O O B-location_name I-location_name,SearchScreeningEvent,1
find movie schedules,O B-object_type I-object_type,SearchScreeningEvent,1
what films are on the movie schedule for ten at a close by theater,O B-movie_type O O O B-object_type I-object_type O B-timeRange O O B-spatial_relation I-spatial_relation O,SearchScreeningEvent,1
i m wondering if you can give me the movie times for films in the neighborhood,O O O O O O O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what are the morning movie schedules for movies in the neighborhood,O O O B-timeRange B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
show me the movie schedules for movies playing around here today,O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation O,SearchScreeningEvent,1
where is the incite mill playing,O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
find the movie schedules for great escape theatres,O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
when is up the yangtze playing at goodrich quality theaters,O O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
can i get the showtimes for films close by,O O O O O O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
find the schedule for better this world at a movie house,O O B-object_type O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
what is the movie schedule for movies close by,O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
show movie times of regal entertainment group,O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
what is the movie schedules for animated movies nearby,O O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation,SearchScreeningEvent,1
does red e toby nemiciamici start thirteen hours from now,O B-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
is the king of the kitchen playing in fifteen hours,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what films are at century theatres in twelve hours,O B-movie_type O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what time is atlantis terre engloutie playing,O O O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
can i get the showtimes for films at malco theatres,O O O O O O B-movie_type O B-location_name I-location_name,SearchScreeningEvent,1
find the nearest movie theatre with the witness chair,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find films closest to a cinema,O B-movie_type B-spatial_relation O O B-object_location_type,SearchScreeningEvent,1
please tell me the movie schedules,O O O O B-object_type I-object_type,SearchScreeningEvent,1
find set the thames on fire for seventeen,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange,SearchScreeningEvent,1
is the swan available to watch at the movie house now,O B-movie_name I-movie_name O O O O O B-object_location_type I-object_location_type B-timeRange,SearchScreeningEvent,1
what film is playing at landmark theatres,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,1
find the schedule for tailspin tommy in the great air mystery,O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
what is the nearest movie house playing black scorpion,O O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent,1
what movies are playing at the nearest movie house,O B-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
i d like to watch all on the red at 9 o clock,O O O O O B-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
what are the movie schedules for any animated movies playing in the neighbourhood,O O O B-object_type I-object_type O O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
where can i watch gaddar: the traitor,O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
find the schedule for movie times for movies around here,O O B-object_type O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
find the movie schedule for nearby movies,O O B-object_type I-object_type O B-spatial_relation B-movie_type,SearchScreeningEvent,1
find the movie schedules at the neighborhood cinema group,O O B-object_type I-object_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
list movie times at b&b theatres,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
what time is ghostbusters - acchiappafantasmi playing at imax corporation,O O O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
find me the movie times for the alamo drafthouse cinema,O O O B-object_type I-object_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
i d like a movie schedule for a close by movies,O O O O B-object_type I-object_type O O B-spatial_relation I-spatial_relation B-movie_type,SearchScreeningEvent,1
show me the movie schedule for caribbean cinemas,O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
i want to see movie schedules at plitt theatres,O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
is redacted playing at the closest cinema,O B-movie_name O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,1
can you let me know the films that are on the movie schedules in the area at noon,O O O O O O B-movie_type O O O O B-object_type I-object_type B-spatial_relation I-spatial_relation I-spatial_relation O B-timeRange,SearchScreeningEvent,1
whats the closest movie house showing medal of honor,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
can you tell me the movies that are going to be scheduled at the closest movie house,O O O O O B-movie_type O O O O O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
whats the closest movie theatre showing animated movies,O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_type I-movie_type,SearchScreeningEvent,1
tell me the films playing at the closest movie house to me,O O O B-movie_type O O O B-spatial_relation B-object_location_type I-object_location_type O O,SearchScreeningEvent,1
what time is the challenge showing at the local movie house,O O O B-movie_name I-movie_name O O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
can you give me the movie schedules at mann theatres,O O O O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
can you pull up showings for pop goes the easel at the local movie theatre,O O O O O O B-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
is the love guru playing,O B-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,1
what time is the hotline playing at the movie theatre,O O O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
when is stripped to kill ii: live girls playing at the nearest movie house,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,1
i d like to watch dirty laundry at the movie house,O O O O O B-movie_name I-movie_name O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
please tell me movie times,O O O B-object_type I-object_type,SearchScreeningEvent,1
which movies are playing at amc theaters 1 second from now,O B-movie_type O O O B-location_name I-location_name B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,1
which films are playing at consolidated theatres,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,1
show me the movie schedules,O O O B-object_type I-object_type,SearchScreeningEvent,1
find movies nearest to a movie house,O B-movie_type B-spatial_relation O O B-object_location_type I-object_location_type,SearchScreeningEvent,1
advise me on the movie schedule of films that will be playing at 07:31:32 pm at a place close by,O O O O B-object_type I-object_type O B-movie_type O O O O O B-timeRange I-timeRange O O O B-spatial_relation I-spatial_relation,SearchScreeningEvent,1
what movie schedule,O B-object_type I-object_type,SearchScreeningEvent,1
is the right to strike playing at star theatres,O B-movie_name I-movie_name I-movie_name I-movie_name O O B-location_name I-location_name,SearchScreeningEvent,1
what movie house is playing the animated movies nearest,O B-object_location_type I-object_location_type O O O B-movie_type I-movie_type B-spatial_relation,SearchScreeningEvent,1
what time is the bodyguard at malco theatres playing,O O O B-movie_name I-movie_name O B-location_name I-location_name O,SearchScreeningEvent,1
what is the nearest cinema playing romance of the limberlost,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,1
where is among the great apes with michelle yeoh playing and when,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O,SearchScreeningEvent,1
find the movie schedule for century theatres,O O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,1
what are the movie times for movies premiering in the neighbourhood,O O O B-object_type I-object_type O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,1
can i see the movie times for the great escape theatres,O O O O B-object_type I-object_type O O B-location_name I-location_name I-location_name,SearchScreeningEvent,1
