text,slot,intent,intent_id
add the unraveling to marina s playlist it s a southern thing,O B-entity_name I-entity_name O B-playlist_owner I-playlist_owner O B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add the man who never lied to my current comedy top tracks,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner O B-playlist I-playlist I-playlist,AddToPlaylist,5
put this song in the playlist trap land,O O B-music_item O O O B-playlist I-playlist,AddToPlaylist,5
add beijing huanying ni to my workday lounge playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
i want to add this bon scott song to my post-grunge list,O O O O O B-artist I-artist B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add the track to my playlist with the title showstopper being mary jane,O O B-music_item O B-playlist_owner O O O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add vera to my 80 s jam session playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add francesco de gregori to gayle s women who dj playlist,O B-artist I-artist I-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add the song to the pure seduction playlists,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist,5
add paul wright album to 90s smash hits playlist,O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add this track to my road trip playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add this song onto hip hop gaming playlist,O O B-music_item O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add that was only yesterday the last ep to my afternoon train ride playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
put this song on legendary guitar solos,O O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,5
add defined by struggle to chillin on a dirt road to my playlist,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist I-playlist O B-playlist_owner O,AddToPlaylist,5
rate tune to 90 s baby makers,O B-music_item O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add the artist ruby to my digging now list,O O B-music_item B-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add a track from the edge to my funk soul disco playlist,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
i want global top 50 to have marit bergman added to it,O O B-playlist I-playlist I-playlist O O B-artist I-artist O O O,AddToPlaylist,5
can i put indocumentado onto my folk music at the gaslight caf¨¦ playlist,O O O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add grey cloudy lies to the hip hop playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist,5
add coordinates of confusion to bass face playlist,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist O,AddToPlaylist,5
add the current tune to my evening groove list,O O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add the name the song about the towel to playlist piano in the background,O O O O B-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add runaljod gap var ginnunga to ashlee s playlist titled forever country,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner I-playlist_owner O O B-playlist I-playlist,AddToPlaylist,5
put the love hurts track onto carmen s playlist,O O B-playlist I-playlist B-music_item O B-playlist_owner I-playlist_owner O,AddToPlaylist,5
add tranquility to the latin pop rising playlist,O B-entity_name O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add twin peaks fire walk with me to the night out playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist,5
can you please put this track onto my todo novedades playlist,O O O O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add curious corn to wild & free workout,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add the tune to my jazz vibes playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add third stone from the sun to the concentraci¨®n playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O B-playlist O,AddToPlaylist,5
add the beatles tune yesterday to my playlist the southern highway chronicles,O O O B-music_item O O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add scott putesky to concentraci¨®n indie rock playlist,O B-artist I-artist O B-playlist I-playlist I-playlist O,AddToPlaylist,5
put any andrew hurley album onto timeless love songs,O O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,5
this tune should go on my coffee table jazz playlist,O B-music_item O O O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add caleigh peters to my women of country list,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add current track to hillary clinton s women s history month playlist,O O B-music_item O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add what if punk never happened to autumn,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist,5
add hotter than hell to my fiesta playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist,5
add exit to i love my 80 s rollerdisco list,O B-entity_name O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
can this song get added to lunchtime,O O B-music_item O O O B-playlist,AddToPlaylist,5
move josiah leming to te quiero list,O B-artist I-artist O B-playlist I-playlist O,AddToPlaylist,5
add tune to my para comer,O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist,5
add ali lohan songs in club hits,O B-artist I-artist O O B-playlist I-playlist,AddToPlaylist,5
add nico to my rock to work,O B-artist O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist,5
add the artist to my metal playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add this album to sheri s playlist journey,O O B-music_item O B-playlist_owner I-playlist_owner O B-playlist,AddToPlaylist,5
add als het om de liefde gaat to my this is handel playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add this tune to my post metal playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
play rock this playlist with badonviller marsch,O B-playlist I-playlist O O B-entity_name I-entity_name,AddToPlaylist,5
add judge jules to instrumental study,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add a song by takahito eguchi to my guest list polygon playlist,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add eric johnson song to my the refugee playlist playlist,O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
i would like to put taylor dayne on the pop 4 kids list,O O O O O B-artist I-artist O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add maria magdalena to my poetry in their own voices playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add a jacob miller album to my hardcore punk playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add song to zen focus playlist,O B-music_item O B-playlist I-playlist O,AddToPlaylist,5
put hugh masekela onto my music on ibiza guest list playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
i d like to add this album to my siesta playlist,O O O O O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add moby grape live to enamor¨¢ndose,O B-entity_name I-entity_name I-entity_name O B-playlist,AddToPlaylist,5
add metal gear solid 2 sons of liberty soundtrack 2 the other side to edna st vincent millay,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add this song to my workout playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add track to this is puccini,O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,5
put perfecting loneliness onto primavera sound 2016 barcelona,O B-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add an artist to my playlist domingo indie,O O B-music_item O B-playlist_owner O B-playlist I-playlist,AddToPlaylist,5
add the darkest red to this is jennifer lopez,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add album to this is trey songz playlist,O B-music_item O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add the tune to my viajes playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
i want do you want to build a snowman in my hip hop 2017 new school playlist,O O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add artist to my playlist primavera sound 2016 barcelona,O B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
i want maximilian mutzke added to acoustic concentration,O O B-artist I-artist O O B-playlist I-playlist,AddToPlaylist,5
i want another artist on my atmospheric black metal playlist,O O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add jermaine fagan to spring music,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add this album the the playlist canciones que lo van a petar,O O B-music_item O O O B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add another song to the acoustic soul playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist,5
add a tune to the this is animal collective playlist,O O B-music_item O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
can 50 minute technicolor dream be added to meredith s cierra la puerta playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O O O B-playlist_owner I-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add kevin ridel to instrumental madness,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add a track to my dinner playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add the artist joseph meyer to my mad cool festival 2017 playlist,O O B-music_item B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
please add faccetta nera to my this is handel playlist,O O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add mel draisey tomy 80s classic hits playlist,O B-artist I-artist O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add candlelight to my house afterwork playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
i want to put this track on diann s just smile playlist,O O O O O B-music_item O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add feel the passion to my this is kudai playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add the artist to my spooning playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add this track by brian welch to the spring music playlist,O O B-music_item O B-artist I-artist O O B-playlist I-playlist O,AddToPlaylist,5
add this album to my throwback thursday playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add steve albini album to my psychedelic rock playlist,O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add a tune in chill vibes,O O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add shot forth self living to my folk metal warriors playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add roger nichols to punk rock workout,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,5
can you add something by wynter gordon to my soul lounge playlist,O O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add picasso baby to digster reggae playlist,O B-entity_name I-entity_name O B-playlist I-playlist O,AddToPlaylist,5
add album radar latino,O B-music_item B-playlist I-playlist,AddToPlaylist,5
add ajoy chakrabarty to women of country playlist,O B-artist I-artist O B-playlist I-playlist I-playlist O,AddToPlaylist,5
put this song on the chips and salsa playlist,O O B-music_item O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add don sebesky song to the refugee playlist,O B-artist I-artist B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,5
add artist to my trance life group,O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add michael lepond to electronic bliss,O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add this song to my list trabajo relax,O O B-music_item O B-playlist_owner O B-playlist I-playlist,AddToPlaylist,5
rate tune to my natalie macmaster viajes,O B-music_item O B-playlist_owner B-artist I-artist B-playlist,AddToPlaylist,5
can you add something by snow onto my zen focus playlist,O O O O O B-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add one good reason to the bachelor party playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist,5
put this album on totally alternative,O O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add this tune to my list jazz vibes,O O B-music_item O B-playlist_owner O B-playlist I-playlist,AddToPlaylist,5
add the current artist to my top 100 pop tracks on spotify playlist,O O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
i want to add the tim smith album to my best of 2010 s playlist,O O O O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add another track to my catch em all playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add the pop tarts to my this is astor piazzolla playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add karin dreijer andersson in escapada album,O B-artist I-artist I-artist O B-playlist B-music_item,AddToPlaylist,5
add the game to 80 s party,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,5
add artist to my friendesemana playlist,O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
i want new steps to go on the leche con chocolate list,O O B-entity_name I-entity_name O O O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add petar georgiev kalica song to my push button funk playlist,O B-artist I-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
the enamor¨¢ndose playlist needs another album,O B-playlist O O O B-music_item,AddToPlaylist,5
add this tune by hart wand on this is wagner,O O B-music_item O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,5
add inca roads to my weekend,O B-entity_name I-entity_name O B-playlist_owner B-playlist,AddToPlaylist,5
add yang hyun seok to the playlist called night out,O B-artist I-artist I-artist O O O O B-playlist I-playlist,AddToPlaylist,5
add another album to my friendesemana playlist,O O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add teenager to the queen playlist,O B-entity_name O O B-playlist O,AddToPlaylist,5
add joe gibbs to my the bachelor party playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add o b mcclinton to my playlist called women of electronic,O B-artist I-artist I-artist O B-playlist_owner O O B-playlist I-playlist I-playlist,AddToPlaylist,5
i want to add kool keith to my chill out dinner playlist,O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add the tune to my epic classical playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add kjetil vidar haraldstad to my para entrenar playlist,O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
send the track from andrew hewitt to the piano ballads playlist,O O B-music_item O B-artist I-artist O O B-playlist I-playlist O,AddToPlaylist,5
put united abominations onto my rare groove playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
put bring me down onto my tokyo rising playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
please put david van tieghem onto my throwback party playlist,O O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
please add this rex griffin tune to the steampunk playlist,O O O B-artist I-artist B-music_item O O B-playlist O,AddToPlaylist,5
add desert sessions to my i love my 80 s rollerdisco playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add josephine wiggs to my kickass metal playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
i want another album in my disco fever playlist,O O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add atticus ross to the electrosafari playlist,O B-artist I-artist O O B-playlist O,AddToPlaylist,5
add bert mccracken tune lo que suena new york playlist,O B-artist I-artist B-music_item B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
please add to my playlist hype the name introducing a r rahman,O O O B-playlist_owner O B-playlist O O B-entity_name I-entity_name I-entity_name I-entity_name,AddToPlaylist,5
find focus now list and add eylem to my playlist,O B-playlist I-playlist O O O B-artist O B-playlist_owner O,AddToPlaylist,5
add joshua radin to my playlist called futuros hits,O B-artist I-artist O B-playlist_owner O O B-playlist I-playlist,AddToPlaylist,5
add opus de funk to my list acoustic blues,O B-entity_name I-entity_name I-entity_name O B-playlist_owner O B-playlist I-playlist,AddToPlaylist,5
add 2012 zwanzig zw?lf to my miami 2017 guest list,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
put frank farian on my deep dark indie folk playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add ultimatum to my crash course playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add ashley cafagna tesoro to my reggae en espa?ol list,O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
put king of america onto the playlist with the title a sudden rainstorm,O B-entity_name I-entity_name I-entity_name O O O O O O B-playlist I-playlist I-playlist,AddToPlaylist,5
add camille to the this is lady antebellum playlist,O B-artist O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add harry chapin in stress relief playlist,O B-artist I-artist O B-playlist I-playlist O,AddToPlaylist,5
add joplin in concert to my feel good dinner,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist,5
i want to add a tune by damon johnson to my frescura indie playlist,O O O O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add track to my spring playlist,O B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,5
add this artist to my feel good dinner playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add this track to morning classical,O O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add tarte to bandas sonoras playlist,O B-entity_name O B-playlist I-playlist O,AddToPlaylist,5
add artist to todo edm,O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add the singer damon johnson album to my african heat playlists,O O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add a song to playlist chill hits,O O B-music_item O O B-playlist I-playlist,AddToPlaylist,5
add the artist verano to my michael mantler playlist,O O B-music_item B-playlist O B-playlist_owner B-artist I-artist O,AddToPlaylist,5
add partners in crime to joann s lo que suena los angeles,O B-entity_name I-entity_name I-entity_name O B-playlist_owner I-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
i want harris to be added to my latin dance cardio playlist,O O B-artist O O O O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add ernie hawkins to the dubstep playlist,O B-artist I-artist O O B-playlist O,AddToPlaylist,5
add an album to my sylvia plath playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add the greyest of blue skies in indie espa?ol my playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist B-playlist_owner O,AddToPlaylist,5
add this album to rock en espa?ol,O O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,5
add lapponia to my flamenco pa ti playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add another song to daphne s retrowave outrun playlist,O O B-music_item O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add track to dance playlist,O B-music_item O B-playlist O,AddToPlaylist,5
add warm and beautiful to the ironing playlist,O B-entity_name I-entity_name I-entity_name O O B-playlist O,AddToPlaylist,5
add this tune to my primavera sound 2016 barcelona,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add a song by claude vonstroke to the under the surface playlist,O O B-music_item O B-artist I-artist O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add arthur russell to my women of disco playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add david cole to an instrumental sunday,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,5
add enduser song in grime instrumentals,O B-artist B-music_item O B-playlist I-playlist,AddToPlaylist,5
add track to kickass metal,O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add another mc chris track to my blues roots playlist,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add this tune to my 70s road trip list,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
please put another tune into the laundry playlist,O O O B-music_item O O B-playlist O,AddToPlaylist,5
put this tune onto the signed xoxo playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist,5
add this jane olivor track to my the sleep machine waterscapes,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
include the album by arthur rhames in urban poet,O O B-music_item O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add track to my digster future hits,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist,5
add jim martin to deathcore,O B-artist I-artist O B-playlist,AddToPlaylist,5
add villotta to the metalsucks playlist playlist,O B-entity_name O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add bill evans to the motivation mix playlist,O B-entity_name I-entity_name O O B-playlist I-playlist O,AddToPlaylist,5
add this tune to my rock this,O O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist,5
put transatlantic lullaby on sharlene s napoleon xiv playlist,O B-playlist I-playlist O B-playlist_owner I-playlist_owner B-artist I-artist O,AddToPlaylist,5
i need to add a tune by amanda stern to the playlist cloud rap,O O O O O B-music_item O B-artist I-artist O O O B-playlist I-playlist,AddToPlaylist,5
add a song from randy rhoads to my 50 cl¨¢sicos playlist,O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add kansas city missouri to stress relief,O B-artist I-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
add i¡¯m only a man to my flow espa?ol,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist,AddToPlaylist,5
i wish to put tom baxter onto my coffee table jazz playlist,O O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
add tune to downtempo beats,O B-music_item O B-playlist I-playlist,AddToPlaylist,5
add artist steve cropper to rhythm and blues,O B-music_item B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,5
i want another track added to the korean osts playlist,O O O B-music_item O O O B-playlist I-playlist O,AddToPlaylist,5
for my playlist post garage wave revival add the name eternal prisoner,O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist O O O B-entity_name I-entity_name,AddToPlaylist,5
put jiro in my cl¨¢sicos del hip hop espa?ol playlist,O B-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add put your hand inside the puppet head to the playlist named lazy chill afternoon,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O O O B-playlist I-playlist I-playlist,AddToPlaylist,5
please add this song to indiespain list,O O O B-music_item O B-playlist O,AddToPlaylist,5
add song to sleepytime,O B-music_item O B-playlist,AddToPlaylist,5
put glenn stetson to my your daily routine playlis,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
include sean yseult in kaitlin s metal overload playlist,O B-artist I-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add progress to my cl¨¢sica para todos playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
include the past behind in my top 100 rock tracks on spotify playlist,O B-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add an espen lind song to my list lo que suena new york,O O B-artist I-artist B-music_item O B-playlist_owner O B-playlist I-playlist I-playlist I-playlist I-playlist,AddToPlaylist,5
add john brown to my dinnertime acoustics,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist,AddToPlaylist,5
add a compilation of warped music ii to workout twerkout playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist O,AddToPlaylist,5
add this song to the novedades pop playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist,5
add another song to the acoustic soul playlist,O O B-music_item O O B-playlist I-playlist O,AddToPlaylist,5
add unconscious state to my 90s smash hits,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist,5
add an album to corinne s beast mode playlist,O O B-music_item O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add this track to my this is thomas rhett playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add the chamillionaire track to lina s wedding classics playlist,O O B-artist B-music_item O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,5
add the album to the six string peacefulness playlist,O O B-music_item O O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add come on a cone to power walk playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist I-playlist O,AddToPlaylist,5
add boyce and hart to urban hits playlist,O B-artist I-artist I-artist O B-playlist I-playlist O,AddToPlaylist,5
add the tune to your favorite slaughterhouse playlist,O O B-music_item O B-playlist I-playlist I-playlist O,AddToPlaylist,5
add the artist michael schenker to ina s this is jennifer lopez playlist,O O B-music_item B-artist I-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add something by paul whiteman to my sweet soul chillout playlist please,O O O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O O,AddToPlaylist,5
for my playlist jazzy dinner add the name kick over the traces,O B-playlist_owner O B-playlist I-playlist O O O B-entity_name I-entity_name I-entity_name I-entity_name,AddToPlaylist,5
put tony rombola on my novedades viernes sudam¨¦rica playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,5
put take up thy stethoscope and walk onto my verano playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist,5
add song by emmy rossum to hit rewind,O B-music_item O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,5
can you put tire me onto my new music friday latin playlist,O O O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,5
add my hands to travelling playlist,O B-entity_name I-entity_name O B-playlist O,AddToPlaylist,5
